"Comunidad.Autónoma";"Provincia";"Gasto.Total.Prestación";"Gasto.Prestación.Contributiva";"Gasto.Subsidio.Desempleo";"Gasto.Renta.Activa.Inserción";"Gasto.Subsidio.Eventuales.Agrarios";"mes";"any"
"Andalucía";"Cádiz";52857,98;24416,08;18697,73;5270,55;3804,61;"03";"2015"
"Andalucía";"Córdoba";39423,66;15965,91;12868,82;2256,2;8082,05;"03";"2015"
"Andalucía";"Granada";39516,77;17430,97;13363,14;2896,62;5427,81;"03";"2015"
"Andalucía";"Huelva";24002,85;10925,85;7905,37;1745,01;3240,59;"03";"2015"
"Andalucía";"Jaén";30629,16;12374,78;9888,4;1786,15;6350,37;"03";"2015"
"Andalucía";"Málaga";65393,35;34586,88;21073,02;5331,78;3854,63;"03";"2015"
"Andalucía";"Sevilla";91404,22;41229,88;30285,12;6432,91;12600,01;"03";"2015"
"Aragón";"Huesca";6842,09;5072,55;1463,78;267,02;0;"03";"2015"
"Aragón";"Teruel";4491,99;3162,19;1091,96;203,29;0;"03";"2015"
"Aragón";"Zaragoza";34288,04;25392,13;7054,22;1679,88;0;"03";"2015"
"Asturias";"Asturias";37343,11;24803,08;10328,48;2126,63;0;"03";"2015"
"Illes Balears";"Balears, Illes";54356,13;36219,56;16559,71;1502,51;0;"03";"2015"
"Canarias";"Palmas, Las";46970,78;27206,16;14100,19;4867,01;0;"03";"2015"
"Canarias";"Santa Cruz de Tenerife";41548,78;22857,43;14068,69;4111,89;0;"03";"2015"
"Cantabria";"Cantabria";20012,74;14017,49;4888,51;1038,08;0;"03";"2015"
"Castilla y León";"Ávila";5250;3011,24;1809,19;407,39;0;"03";"2015"
"Castilla y León";"Burgos";14566,27;10693,84;3228,84;584,67;0;"03";"2015"
"Castilla y León";"León";16476,04;11023,89;4531;852,71;0;"03";"2015"
"Castilla y León";"Palencia";5134,25;3477,01;1369,51;272,12;0;"03";"2015"
"Castilla y León";"Salamanca";10921,68;6894,07;3174,74;774,1;0;"03";"2015"
"Castilla y León";"Segovia";4988,67;3646,39;1117,88;207,25;0;"03";"2015"
"Castilla y León";"Soria";2787,99;2004,66;654,52;119,81;0;"03";"2015"
"Castilla y León";"Valladolid";17225,49;12360,05;3826,05;970,87;0;"03";"2015"
"Castilla y León";"Zamora";5888,56;3695,82;1796,4;366,24;0;"03";"2015"
"Castilla - La Mancha";"Albacete";15038,99;8761,99;4530,4;1501,66;0;"03";"2015"
"Castilla - La Mancha";"Ciudad Real";19251,95;10294,76;6636,68;2012,06;0;"03";"2015"
"Castilla - La Mancha";"Cuenca";6555,42;3891,15;1959,29;614,71;0;"03";"2015"
"Castilla - La Mancha";"Guadalajara";9102,19;6324,4;2171,25;536,16;0;"03";"2015"
"Castilla - La Mancha";"Toledo";27485,89;16394,98;8246,8;2424,93;0;"03";"2015"
"Cataluña";"Barcelona";210934,22;150439,01;50111,8;9688,11;0;"03";"2015"
"Cataluña";"Girona";28724,8;19427,03;8020,01;1190,77;0;"03";"2015"
"Cataluña";"Lleida";14111,22;10049,22;3392,73;637,46;0;"03";"2015"
"Cataluña";"Tarragona";32689,12;21411,98;9223,87;1902,35;0;"03";"2015"
"Comunitat Valenciana";"Alicante/Alacant";64663,62;36483,49;21043,79;6359,86;0;"03";"2015"
"Comunitat Valenciana";"Castellón/Castelló";22324,98;13572,82;7013,25;1577,98;0;"03";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";97049,29;61032,59;27619,19;7600,09;0;"03";"2015"
"Extremadura";"Badajoz";33786,91;14120,55;12114,12;2697,79;4484,51;"03";"2015"
"Extremadura";"Cáceres";19871,94;8693,39;6927,15;1315,48;2798,22;"03";"2015"
"Galicia";"Coruña, A";40620,58;27598,82;10694,42;2095,71;0;"03";"2015"
"Galicia";"Lugo";10137,43;6547,1;2948,48;580,89;0;"03";"2015"
"Galicia";"Ourense";10381,65;6169,06;3486,23;645,06;0;"03";"2015"
"Galicia";"Pontevedra";37653,17;23581,53;11602,98;2215,87;0;"03";"2015"
"Madrid";"Madrid";235168,41;182536,86;42923,18;9128,46;0;"03";"2015"
"Murcia";"Murcia";48611,11;30645,89;12783,96;4469,09;0;"03";"2015"
"Navarra";"Navarra";23719,73;18149,36;4783,84;747,15;0;"03";"2015"
"País Vasco";"Araba/Álava";11721,54;9367,34;2104,83;241,15;0;"03";"2015"
"País Vasco";"Gipuzkoa";22631,84;18010,85;4147,48;458,23;0;"03";"2015"
"País Vasco";"Bizkaia";38415,79;30194,09;7203,21;997,25;0;"03";"2015"
"La Rioja";"Rioja, La";10917,93;8054,72;2328,32;497,37;0;"03";"2015"
"Ceuta";"Ceuta";2628,73;1128,46;1048,18;318,25;0;"03";"2015"
"Melilla";"Melilla";2266,64;1171,07;859,31;230,72;0;"03";"2015"
"Andalucía";"Almería";25532,19;13332,83;8114,61;2234,05;1408,44;"04";"2015"
"Andalucía";"Cádiz";50565,56;22453,2;17780,64;5302,52;3719,36;"04";"2015"
"Andalucía";"Córdoba";39540,51;15122,09;13429,93;2283,53;8286,43;"04";"2015"
"Andalucía";"Granada";38840,21;16324,07;13489,17;2899,5;5559,19;"04";"2015"
"Andalucía";"Huelva";21749,97;9479,17;7253,82;1722,81;3011,38;"04";"2015"
"Andalucía";"Jaén";31069,9;11824,79;10592,25;1811,55;6498,69;"04";"2015"
"Andalucía";"Málaga";60967,81;30247,12;20415,49;5361,17;4025,21;"04";"2015"
"Andalucía";"Sevilla";88745,78;38719,22;29625,72;6495,59;12519,2;"04";"2015"
"Aragón";"Huesca";6529,74;4817,58;1398,67;263,41;0;"04";"2015"
"Aragón";"Teruel";4112,02;2815,71;1056,08;198,61;0;"04";"2015"
"Aragón";"Zaragoza";32748,79;23905,83;6964,34;1653,55;0;"04";"2015"
"Asturias";"Asturias";35620,44;23364,83;10012,08;2105,16;0;"04";"2015"
"Illes Balears";"Balears, Illes";39231,16;24575,51;13046,87;1485,48;0;"04";"2015"
"Canarias";"Palmas, Las";47062,34;26929,25;14297,1;4793,85;0;"04";"2015"
"Canarias";"Santa Cruz de Tenerife";40844,04;22168,04;13787,23;4150,65;0;"04";"2015"
"Cantabria";"Cantabria";18812,09;13026,93;4635,68;1054,28;0;"04";"2015"
"Castilla y León";"Ávila";4917,91;2772,02;1714,98;397,72;0;"04";"2015"
"Castilla y León";"Burgos";13804,09;10052,05;3113,47;568,25;0;"04";"2015"
"Castilla y León";"León";15231,76;9967,57;4343,93;827,69;0;"04";"2015"
"Castilla y León";"Palencia";4805,71;3217,2;1306,36;261,96;0;"04";"2015"
"Castilla y León";"Salamanca";10276,19;6403,63;3017,33;754,47;0;"04";"2015"
"Castilla y León";"Segovia";4481,9;3192,82;1058,77;206,2;0;"04";"2015"
"Castilla y León";"Soria";2472,95;1713,22;635,24;112,6;0;"04";"2015"
"Castilla y León";"Valladolid";16060,13;11321,3;3705,7;935,04;0;"04";"2015"
"Castilla y León";"Zamora";5482,16;3358,37;1721,86;360,82;0;"04";"2015"
"Castilla - La Mancha";"Albacete";14521,44;8344,33;4371,91;1499,65;0;"04";"2015"
"Castilla - La Mancha";"Ciudad Real";18784,38;9849,73;6506,31;1997,87;0;"04";"2015"
"Castilla - La Mancha";"Cuenca";6160,42;3544,1;1901,79;600,52;0;"04";"2015"
"Castilla - La Mancha";"Guadalajara";8834,78;6130,26;2073,97;538,25;0;"04";"2015"
"Castilla - La Mancha";"Toledo";25739,41;14854,96;7915,45;2371,13;0;"04";"2015"
"Cataluña";"Barcelona";202672,46;143403;48659,35;9649,05;0;"04";"2015"
"Cataluña";"Girona";24217,89;16165,75;6744,44;1194,13;0;"04";"2015"
"Cataluña";"Lleida";13456,16;9487,9;3274,71;632,72;0;"04";"2015"
"Cataluña";"Tarragona";28438,11;18134,77;8191,97;1889,91;0;"04";"2015"
"Comunitat Valenciana";"Alicante/Alacant";61217,88;33294,58;20437,31;6337,42;0;"04";"2015"
"Comunitat Valenciana";"Castellón/Castelló";21682,18;12854,62;7004,68;1580,99;0;"04";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";95292,07;59326,55;27259,58;7573,76;0;"04";"2015"
"Extremadura";"Badajoz";31494,67;12492,49;11442,66;2681,53;4379,09;"04";"2015"
"Extremadura";"Cáceres";18767,94;7772,74;6753;1279,17;2773,85;"04";"2015"
"Galicia";"Coruña, A";38457,91;25745,93;10339,69;2095,38;0;"04";"2015"
"Galicia";"Lugo";9437,45;5959,65;2824,94;576,58;0;"04";"2015"
"Galicia";"Ourense";9995,76;5835,06;3402,31;661,22;0;"04";"2015"
"Galicia";"Pontevedra";36494,89;22639,8;11345,24;2189,24;0;"04";"2015"
"Madrid";"Madrid";227894,47;176217,86;41706,71;9071,04;0;"04";"2015"
"Murcia";"Murcia";46284,6;28470,48;12378,83;4445,65;0;"04";"2015"
"Navarra";"Navarra";21953;16568,49;4587,59;744,05;0;"04";"2015"
"País Vasco";"Araba/Álava";11083,44;8771,96;2064,18;234,78;0;"04";"2015"
"País Vasco";"Gipuzkoa";21599,48;17134,71;3993,73;451,88;0;"04";"2015"
"País Vasco";"Bizkaia";38049,57;30023,52;7034,78;964,5;0;"04";"2015"
"La Rioja";"Rioja, La";10539,89;7742,8;2261,11;486,62;0;"04";"2015"
"Ceuta";"Ceuta";2585,86;1090,59;908,14;357,37;0;"04";"2015"
"Melilla";"Melilla";2140,17;1064,49;774,98;255,97;0;"04";"2015"
"Andalucía";"Almería";26301,94;13629,23;8531,96;2234,13;1388,56;"05";"2015"
"Andalucía";"Cádiz";48920,97;20995,15;17509,12;5238,91;3581,34;"05";"2015"
"Andalucía";"Córdoba";38341,99;13743,9;13677,78;2275,3;8200,24;"05";"2015"
"Andalucía";"Granada";38076,88;15431,05;13616,45;2904,07;5468,92;"05";"2015"
"Andalucía";"Huelva";20768,27;9038,18;6957,61;1694,4;2755,48;"05";"2015"
"Andalucía";"Jaén";30793,05;10700,66;11185,21;1807,52;6708,38;"05";"2015"
"Andalucía";"Málaga";58603,89;27640,38;20590,03;5264,15;4057,93;"05";"2015"
"Andalucía";"Sevilla";86465,41;36469,83;29595,53;6461,44;12334,71;"05";"2015"
"Aragón";"Huesca";6218,62;4579,09;1336,2;246,23;0;"05";"2015"
"Aragón";"Teruel";4349,56;3097,01;1005,48;194,55;0;"05";"2015"
"Aragón";"Zaragoza";30757,64;22133,16;6727,07;1634,8;0;"05";"2015"
"Asturias";"Asturias";34521,83;22659,9;9584,96;2107,02;0;"05";"2015"
"Illes Balears";"Balears, Illes";27344,28;17964,28;7807,21;1435,76;0;"05";"2015"
"Canarias";"Palmas, Las";46857,26;26971,94;14085,37;4649,59;0;"05";"2015"
"Canarias";"Santa Cruz de Tenerife";40727,97;22005,98;13758,58;4097,17;0;"05";"2015"
"Cantabria";"Cantabria";18061,97;12400,14;4529,69;1029,11;0;"05";"2015"
"Castilla y León";"Ávila";4556,66;2493,09;1636,43;386,43;0;"05";"2015"
"Castilla y León";"Burgos";12525,24;8929,12;2965,22;551,78;0;"05";"2015"
"Castilla y León";"León";14745,04;9667,29;4161,82;815,35;0;"05";"2015"
"Castilla y León";"Palencia";4528,2;3027,67;1223,8;254,18;0;"05";"2015"
"Castilla y León";"Salamanca";9656,69;5875,43;2924,67;739,5;0;"05";"2015"
"Castilla y León";"Segovia";3955,06;2729,23;1005,38;191,4;0;"05";"2015"
"Castilla y León";"Soria";2302,99;1591,97;591,47;108,56;0;"05";"2015"
"Castilla y León";"Valladolid";15190,49;10694,84;3478,67;901,49;0;"05";"2015"
"Castilla y León";"Zamora";5119,47;3096,34;1627,35;350,04;0;"05";"2015"
"Castilla - La Mancha";"Albacete";13156,72;7280,82;4088,21;1450,82;0;"05";"2015"
"Castilla - La Mancha";"Ciudad Real";17648,77;9020,63;6162,7;1966,41;0;"05";"2015"
"Castilla - La Mancha";"Cuenca";5947,11;3426,46;1808,47;587,08;0;"05";"2015"
"Castilla - La Mancha";"Guadalajara";8282,27;5695,2;1955,48;529,58;0;"05";"2015"
"Castilla - La Mancha";"Toledo";25096;14467,9;7641,47;2345,62;0;"05";"2015"
"Cataluña";"Barcelona";193619,82;136185,77;46918,19;9425,72;0;"05";"2015"
"Cataluña";"Girona";22217,38;14816,24;6114,13;1157,15;0;"05";"2015"
"Cataluña";"Lleida";12490,34;8750,49;3059,46;607,69;0;"05";"2015"
"Cataluña";"Tarragona";26684,68;16996,75;7577,82;1858,47;0;"05";"2015"
"Comunitat Valenciana";"Alicante/Alacant";58413,8;31091,84;19818,76;6223,51;0;"05";"2015"
"Comunitat Valenciana";"Castellón/Castelló";21179,58;12404,66;6910,77;1583,84;0;"05";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";92111,27;56639,5;26684,74;7500,6;0;"05";"2015"
"Extremadura";"Badajoz";29869,29;11450,35;10907,97;2610,09;4351,64;"05";"2015"
"Extremadura";"Cáceres";17186,75;7000,38;6242,98;1242,89;2492,97;"05";"2015"
"Galicia";"Coruña, A";36642,66;24244,77;9992,8;2090,57;0;"05";"2015"
"Galicia";"Lugo";9072,12;5683,94;2737,46;564,22;0;"05";"2015"
"Galicia";"Ourense";9464,94;5390,69;3318,9;648,35;0;"05";"2015"
"Galicia";"Pontevedra";34456,57;20965,12;10942,03;2179,88;0;"05";"2015"
"Madrid";"Madrid";215849,38;165648,86;40164,56;8990,54;0;"05";"2015"
"Murcia";"Murcia";44393,73;27281,63;11648,45;4371,37;0;"05";"2015"
"Navarra";"Navarra";20318,82;15199,8;4313,24;748,85;0;"05";"2015"
"País Vasco";"Araba/Álava";10553,18;8258,85;2040,36;239,9;0;"05";"2015"
"País Vasco";"Gipuzkoa";20069,59;15721,95;3880,74;446,32;0;"05";"2015"
"País Vasco";"Bizkaia";34898,61;27090,93;6830,64;947,06;0;"05";"2015"
"La Rioja";"Rioja, La";9853,11;7193,9;2135,05;471,17;0;"05";"2015"
"Ceuta";"Ceuta";2596;1066,43;901,36;383,64;0;"05";"2015"
"Melilla";"Melilla";2065,14;983,17;745,37;274,89;0;"05";"2015"
"Andalucía";"Almería";29988,8;16809,03;8982,51;2218,56;1414,54;"06";"2015"
"Andalucía";"Cádiz";48554,83;20739,75;17324,75;5244,56;3487,09;"06";"2015"
"Andalucía";"Córdoba";39755,52;13681,17;14634,99;2275,88;8645,19;"06";"2015"
"Andalucía";"Granada";39241,1;15749,92;14141,47;2955,36;5662,05;"06";"2015"
"Andalucía";"Huelva";24607,53;12446,35;7264,74;1711,55;2830,15;"06";"2015"
"Andalucía";"Jaén";32056,15;10622,65;12092,18;1826,75;7083,9;"06";"2015"
"Andalucía";"Málaga";57987,5;26729,97;20671,46;5280,78;4170,34;"06";"2015"
"Andalucía";"Sevilla";87047,24;36135,51;30126,53;6494,8;12515,46;"06";"2015"
"Aragón";"Huesca";5791,07;4214,1;1266,53;249,05;0;"06";"2015"
"Aragón";"Teruel";3683,29;2493,43;943,36;192,74;0;"06";"2015"
"Aragón";"Zaragoza";29659,39;21390,61;6381,2;1611,11;0;"06";"2015"
"Asturias";"Asturias";32811,13;21299,72;9236,62;2083,08;0;"06";"2015"
"Illes Balears";"Balears, Illes";25432,28;16900,34;6965,17;1411,31;0;"06";"2015"
"Canarias";"Palmas, Las";47407,47;27546,29;13930,3;4674,22;0;"06";"2015"
"Canarias";"Santa Cruz de Tenerife";40057,14;21491,79;13515,55;4086,78;0;"06";"2015"
"Cantabria";"Cantabria";17246,24;11831,45;4310,13;996,26;0;"06";"2015"
"Castilla y León";"Ávila";4358,91;2379,57;1551,34;381,61;0;"06";"2015"
"Castilla y León";"Burgos";11726,2;8254,13;2844,67;543,52;0;"06";"2015"
"Castilla y León";"León";14204,12;9242,13;4048,88;796,85;0;"06";"2015"
"Castilla y León";"Palencia";4183,89;2744,42;1166,59;244,54;0;"06";"2015"
"Castilla y León";"Salamanca";9182,76;5554,52;2775,21;719,07;0;"06";"2015"
"Castilla y León";"Segovia";3673,39;2515,75;938,56;188,64;0;"06";"2015"
"Castilla y León";"Soria";2117,67;1453,64;543,68;107,85;0;"06";"2015"
"Castilla y León";"Valladolid";14574,26;10252,1;3299,4;887,31;0;"06";"2015"
"Castilla y León";"Zamora";4800,23;2875,85;1526,83;345,12;0;"06";"2015"
"Castilla - La Mancha";"Albacete";12677,17;6945,07;3931,06;1429,89;0;"06";"2015"
"Castilla - La Mancha";"Ciudad Real";17156,24;8602,21;6019,04;1974,8;0;"06";"2015"
"Castilla - La Mancha";"Cuenca";5746,46;3316,47;1724,2;568,19;0;"06";"2015"
"Castilla - La Mancha";"Guadalajara";8108,28;5573,69;1905,03;519,89;0;"06";"2015"
"Castilla - La Mancha";"Toledo";24190,03;13707,57;7467,13;2319,26;0;"06";"2015"
"Cataluña";"Barcelona";188443,23;132174,41;45861,17;9242,07;0;"06";"2015"
"Cataluña";"Girona";21019,76;14022,15;5702,41;1151,78;0;"06";"2015"
"Cataluña";"Lleida";11345;7831,81;2843,21;592,04;0;"06";"2015"
"Cataluña";"Tarragona";25905,86;16479,3;7321,82;1832,31;0;"06";"2015"
"Comunitat Valenciana";"Alicante/Alacant";56989,96;30235,84;19211,67;6165,46;0;"06";"2015"
"Comunitat Valenciana";"Castellón/Castelló";21606,51;12905,1;6837,65;1543,27;0;"06";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";96089,42;60541,02;26685,5;7448,99;0;"06";"2015"
"Extremadura";"Badajoz";28824,84;11120,95;10428,43;2585,26;4094,74;"06";"2015"
"Extremadura";"Cáceres";16750,19;6877,34;5912,45;1210,54;2523,16;"06";"2015"
"Galicia";"Coruña, A";35414,6;23264,38;9728,95;2078,16;0;"06";"2015"
"Galicia";"Lugo";8651,8;5386,77;2620,43;549,86;0;"06";"2015"
"Galicia";"Ourense";9178,01;5176,55;3230,51;654,84;0;"06";"2015"
"Galicia";"Pontevedra";32966,44;19975,21;10425,85;2160,99;0;"06";"2015"
"Madrid";"Madrid";211022,86;161919,64;39055,41;8905,44;0;"06";"2015"
"Murcia";"Murcia";47148,84;30239,68;11418,84;4312,49;0;"06";"2015"
"Navarra";"Navarra";19586,43;14657,13;4134,07;736,53;0;"06";"2015"
"País Vasco";"Araba/Álava";10061,03;7855,03;1953,49;235,6;0;"06";"2015"
"País Vasco";"Gipuzkoa";20674,44;16433,51;3772,5;446,63;0;"06";"2015"
"País Vasco";"Bizkaia";34648,47;27119,01;6573,42;925,21;0;"06";"2015"
"La Rioja";"Rioja, La";9568,37;6970,02;2074,14;466,79;0;"06";"2015"
"Ceuta";"Ceuta";2680,21;1059,15;961,24;379,86;0;"06";"2015"
"Melilla";"Melilla";2046,5;907,98;786,58;279,05;0;"06";"2015"
"Andalucía";"Almería";38838,01;25042,66;9474,07;2140,51;1567,95;"07";"2015"
"Andalucía";"Cádiz";49784,62;21869,21;17095,83;5147,36;3777,36;"07";"2015"
"Andalucía";"Córdoba";42049,85;14674,44;15325,17;2265,66;9219,72;"07";"2015"
"Andalucía";"Granada";41363,84;17179,28;14504,89;2900,84;5993,32;"07";"2015"
"Andalucía";"Huelva";31564,76;17657,79;8240,7;1704,41;3581,9;"07";"2015"
"Andalucía";"Jaén";33672,79;11052,18;12754,43;1803,33;7614,53;"07";"2015"
"Andalucía";"Málaga";60200,57;29411,56;20198,06;5156,21;4249,89;"07";"2015"
"Andalucía";"Sevilla";91038,82;39096,43;30505,42;6405,85;13129,9;"07";"2015"
"Aragón";"Huesca";5889,16;4443,63;1145,79;237,19;0;"07";"2015"
"Aragón";"Teruel";3769,83;2653,81;876,87;182,61;0;"07";"2015"
"Aragón";"Zaragoza";31400,35;23456,22;6109,86;1547,98;0;"07";"2015"
"Asturias";"Asturias";32449,45;21379,18;8855,98;2015,23;0;"07";"2015"
"Illes Balears";"Balears, Illes";26803,58;18530,82;6749,82;1370,43;0;"07";"2015"
"Canarias";"Palmas, Las";49280,32;29627,15;13771;4563,95;0;"07";"2015"
"Canarias";"Santa Cruz de Tenerife";41708,68;23514,8;13165,34;3999,45;0;"07";"2015"
"Cantabria";"Cantabria";17144,79;11954,07;4102,78;973,52;0;"07";"2015"
"Castilla y León";"Ávila";4381,79;2516,66;1449,39;362,5;0;"07";"2015"
"Castilla y León";"Burgos";11627,67;8268,48;2745,02;519,48;0;"07";"2015"
"Castilla y León";"León";14593,48;9738,6;3923,94;796,85;0;"07";"2015"
"Castilla y León";"Palencia";4372,6;2988,35;1114,68;237,32;0;"07";"2015"
"Castilla y León";"Salamanca";9443,58;5918,44;2678,11;695,09;0;"07";"2015"
"Castilla y León";"Segovia";3593,09;2506,84;872,23;181,4;0;"07";"2015"
"Castilla y León";"Soria";2135,18;1508,2;511,16;101,85;0;"07";"2015"
"Castilla y León";"Valladolid";14558,06;10410,85;3145,84;849,9;0;"07";"2015"
"Castilla y León";"Zamora";4946,44;3102,83;1448,92;335,42;0;"07";"2015"
"Castilla - La Mancha";"Albacete";13497,66;7930,68;3787,46;1386,83;0;"07";"2015"
"Castilla - La Mancha";"Ciudad Real";17974,41;9622,7;5818,26;1921,26;0;"07";"2015"
"Castilla - La Mancha";"Cuenca";6097,56;3744,08;1655,85;556,3;0;"07";"2015"
"Castilla - La Mancha";"Guadalajara";8401,5;5951,06;1826,08;507,54;0;"07";"2015"
"Castilla - La Mancha";"Toledo";24481,26;14287,7;7210,95;2257,74;0;"07";"2015"
"Cataluña";"Barcelona";195145,47;140385,49;44551,72;8976,64;0;"07";"2015"
"Cataluña";"Girona";21836,18;15202,89;5368,07;1113;0;"07";"2015"
"Cataluña";"Lleida";11516,51;8210,44;2643,99;580,22;0;"07";"2015"
"Cataluña";"Tarragona";27006,61;17987,93;6954,5;1775,54;0;"07";"2015"
"Comunitat Valenciana";"Alicante/Alacant";59110,38;32832,08;18798,98;6006,14;0;"07";"2015"
"Comunitat Valenciana";"Castellón/Castelló";22278,31;13856,88;6593,39;1490,6;0;"07";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";102360,98;67038,47;26484,23;7320,58;0;"07";"2015"
"Extremadura";"Badajoz";29761,99;12020,96;10294,49;2525,83;4299,16;"07";"2015"
"Extremadura";"Cáceres";17741,45;7659,64;5964,73;1210,42;2667,53;"07";"2015"
"Galicia";"Coruña, A";34946,19;23320,61;9239,28;2030,33;0;"07";"2015"
"Galicia";"Lugo";8482,6;5372,45;2475,54;533,9;0;"07";"2015"
"Galicia";"Ourense";9080,17;5217,15;3105,36;635,47;0;"07";"2015"
"Galicia";"Pontevedra";32134,89;19728,89;9874,36;2107,13;0;"07";"2015"
"Madrid";"Madrid";216771,65;169502,29;37496,12;8602,89;0;"07";"2015"
"Murcia";"Murcia";50320,27;33656,74;11170,78;4255,38;0;"07";"2015"
"Navarra";"Navarra";20621,23;15843,33;4016,44;701,07;0;"07";"2015"
"País Vasco";"Araba/Álava";10398,64;8263,11;1881,8;234,43;0;"07";"2015"
"País Vasco";"Gipuzkoa";20817,1;16716,62;3651,74;425,03;0;"07";"2015"
"País Vasco";"Bizkaia";35751,91;28492,6;6329,27;895,55;0;"07";"2015"
"La Rioja";"Rioja, La";10000,43;7480,13;2002,43;455,25;0;"07";"2015"
"Ceuta";"Ceuta";2858,6;1157,34;1013,13;376,55;0;"07";"2015"
"Melilla";"Melilla";2234,95;1072,06;817,37;268,9;0;"07";"2015"
"Andalucía";"Almería";42153,73;28066,74;9730,96;2150,82;1597,44;"08";"2015"
"Andalucía";"Cádiz";50797,41;22615,03;17167,33;5073,49;4027,03;"08";"2015"
"Andalucía";"Córdoba";43739,96;15725,29;15590,73;2292,06;9544,26;"08";"2015"
"Andalucía";"Granada";43067,72;18556,49;14733,19;2872,06;6111,06;"08";"2015"
"Andalucía";"Huelva";33810,82;18760,1;8975,6;1689,71;3994,55;"08";"2015"
"Andalucía";"Jaén";34742,62;11630,77;12929,49;1768,2;7947,51;"08";"2015"
"Andalucía";"Málaga";61562,37;31002,01;20036,45;5021,71;4294,28;"08";"2015"
"Andalucía";"Sevilla";93929,74;40981,51;31023,55;6274,06;13764,05;"08";"2015"
"Aragón";"Huesca";6556,92;5146,3;1117,57;233,9;0;"08";"2015"
"Aragón";"Teruel";4267,5;3194,1;850,79;174,43;0;"08";"2015"
"Aragón";"Zaragoza";34999,17;27217,74;6009,19;1501,5;0;"08";"2015"
"Asturias";"Asturias";31946,74;21166,05;8601,93;1980,47;0;"08";"2015"
"Illes Balears";"Balears, Illes";29158,86;20995,25;6685,42;1330,72;0;"08";"2015"
"Canarias";"Palmas, Las";49528,61;30084,95;13604,39;4545,31;0;"08";"2015"
"Canarias";"Santa Cruz de Tenerife";42472,98;24327,54;13130,26;4003,03;0;"08";"2015"
"Cantabria";"Cantabria";17120,48;11857,15;4220,67;933,73;0;"08";"2015"
"Castilla y León";"Ávila";4460,99;2644,12;1405,89;352,62;0;"08";"2015"
"Castilla y León";"Burgos";11902,24;8621,94;2676,99;508,6;0;"08";"2015"
"Castilla y León";"León";14814,49;10086,54;3810,5;789,74;0;"08";"2015"
"Castilla y León";"Palencia";4450,02;3092,18;1095,17;231,23;0;"08";"2015"
"Castilla y León";"Salamanca";10338,43;6835,74;2660,11;679,63;0;"08";"2015"
"Castilla y León";"Segovia";3691,44;2618,37;858,74;176,76;0;"08";"2015"
"Castilla y León";"Soria";2116,58;1527,37;475,51;100,75;0;"08";"2015"
"Castilla y León";"Valladolid";15408,79;11292,16;3122,9;841,65;0;"08";"2015"
"Castilla y León";"Zamora";5020,13;3208,43;1414,77;332,38;0;"08";"2015"
"Castilla - La Mancha";"Albacete";14944,45;9330,5;3872,19;1373,23;0;"08";"2015"
"Castilla - La Mancha";"Ciudad Real";19170,18;10931,64;5738,75;1878,21;0;"08";"2015"
"Castilla - La Mancha";"Cuenca";6639,71;4320,9;1640,21;548,6;0;"08";"2015"
"Castilla - La Mancha";"Guadalajara";8904,5;6507,11;1793,94;496,72;0;"08";"2015"
"Castilla - La Mancha";"Toledo";26702,05;16382,14;7407,37;2216,42;0;"08";"2015"
"Cataluña";"Barcelona";204528,85;150682,63;43941,93;8729,2;0;"08";"2015"
"Cataluña";"Girona";22630,78;16064,55;5325,95;1096,41;0;"08";"2015"
"Cataluña";"Lleida";11894,07;8675,04;2550,12;584,7;0;"08";"2015"
"Cataluña";"Tarragona";27259,84;18539,32;6700,98;1737,46;0;"08";"2015"
"Comunitat Valenciana";"Alicante/Alacant";63900,34;37664,17;18895,91;5867,77;0;"08";"2015"
"Comunitat Valenciana";"Castellón/Castelló";23079,62;14791,78;6463,8;1479,6;0;"08";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";107175,59;72162,64;26249,04;7253,89;0;"08";"2015"
"Extremadura";"Badajoz";30286,66;12600,63;10341,38;2493,11;4230,28;"08";"2015"
"Extremadura";"Cáceres";18226,24;8159,25;5967,18;1192,39;2667,89;"08";"2015"
"Galicia";"Coruña, A";34469,54;23166,24;8970,89;1995,68;0;"08";"2015"
"Galicia";"Lugo";8198,19;5179,51;2403,66;519,95;0;"08";"2015"
"Galicia";"Ourense";8910,63;5191,97;3006,89;603,23;0;"08";"2015"
"Galicia";"Pontevedra";31850,39;19793,05;9579,79;2071,3;0;"08";"2015"
"Madrid";"Madrid";227727,89;181587,88;36695,93;8288,46;0;"08";"2015"
"Murcia";"Murcia";56235,17;39588,38;11270,86;4172,62;0;"08";"2015"
"Navarra";"Navarra";21084,67;16398,53;3936,74;695,26;0;"08";"2015"
"País Vasco";"Araba/Álava";10953,38;8876,14;1825,54;229,22;0;"08";"2015"
"País Vasco";"Gipuzkoa";21572,22;17608,41;3539,36;402,55;0;"08";"2015"
"País Vasco";"Bizkaia";36180,63;29112,12;6171,1;864,91;0;"08";"2015"
"La Rioja";"Rioja, La";10332,74;7850,24;1980,52;441,36;0;"08";"2015"
